RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
85,15738751,208,-1.6299151616218233,0,0,0.6749317857019538,-0.35020386455104724,-1.2258476714090278,2,1,0,-1.7072969569127634,0
86,15805254,1906,0.01522217642601194,2,0,3.440185916039703,1.7244635794717436,-1.2258476714090278,2,1,1,0.25362744665469866,0
87,15762418,965,1.029206196103294,2,1,-1.6135543911292867,-0.695981771888179,0.7243601000944535,1,1,0,0.4965100537758168,1
88,15625759,2321,0.8119239061724478,0,1,-0.8507256655188732,1.378685672134612,-1.2258476714090278,2,1,0,0.9003869856034099,0
89,15622897,2417,-0.0468584778399441,0,0,0.6749317857019538,-0.35020386455104724,-1.2258476714090278,3,1,0,-0.11892024415998563,1
90,15767954,2067,-0.1606730106608635,1,0,-1.0414328469214764,-0.695981771888179,0.0823437706045412,2,1,1,0.9859758212713994,0
91,15757535,1147,-0.036511702128951426,2,0,0.48422460429935044,-0.004425957213915414,-1.2258476714090278,3,1,1,1.2887854461777652,1
92,15731511,2287,1.629319187340869,0,1,0.5795781950006521,0.6871298574603482,0.6753929553061733,2,1,0,0.8180172017575125,0
93,15809248,586,-1.3091651145810503,0,0,-0.27860412131106305,1.7244635794717436,-1.2258476714090278,2,1,0,0.16561858374988617,0
94,15640635,403,1.2257949346121548,0,1,-0.9460792562201749,1.03290776479748,-1.2258476714090278,2,1,1,1.2554922914181668,0
95,15676966,403,0.8222706818834405,2,1,0.2935174228967471,-0.35020386455104724,-1.2258476714090278,2,0,1,-0.24532002128941735,0
96,15699461,887,-1.4022860959799843,2,1,-0.3739577120123647,1.7244635794717436,1.5993141087452802,1,0,1,0.3684301513922223,0
97,15738721,1046,1.2671820374561256,2,1,0.1981638321954454,1.378685672134612,0.4221788999539574,1,0,1,-0.6172224062856171,0
98,15693683,2903,1.691399841606825,1,1,-0.9460792562201749,1.03290776479748,0.3301666270892652,2,1,1,1.6899655178763158,0
99,15604348,61,0.615335167663587,2,1,-1.6135543911292867,1.03290776479748,-1.2258476714090278,2,0,0,-0.007741581072431441,0
100,15633059,852,-2.4576572185012373,0,1,-0.4693113027136664,1.378685672134612,-1.2258476714090278,2,0,0,-1.626846397081583,0
101,15808582,942,0.1497302606689167,0,0,0.10281024149414371,0.3413519501232164,-1.2258476714090278,1,1,1,1.0739062597827504,0
102,15743192,1250,-0.2848343191927756,0,0,0.48422460429935044,0.3413519501232164,-1.2258476714090278,2,0,0,1.1663183654619271,0
103,15580146,1250,0.9050448875713819,0,1,-0.7553720748175714,1.378685672134612,0.09917992788595736,1,1,0,-1.0106403758215394,0
104,15776605,311,-1.2677780117370796,2,1,-0.27860412131106305,0.6871298574603482,-1.2258476714090278,2,1,0,-0.6877989698109479,0
105,15804919,763,0.20146413922388007,2,0,2.4866500090266856,-1.3875375865624426,-1.2258476714090278,1,1,1,1.3487854977662366,1
106,15613854,1705,-0.29518109490376826,2,0,0.6749317857019538,-0.35020386455104724,0.4902272794282505,2,1,1,-1.2016781988241692,1
107,15599195,2525,-0.7090521233434752,1,1,-0.6600184841162697,-1.3875375865624426,0.19958127032437928,1,1,1,-1.5656310282294663,0
108,15812878,2122,1.3913433459880375,1,0,-0.27860412131106305,-1.0417596792253108,0.37376757529982507,1,0,1,-1.0974845234549402,0
109,15602312,2752,-0.4710762819906437,2,1,-0.5646648934149681,-0.004425957213915414,1.1797059684586013,1,0,0,-0.49084714764726767,0
110,15744689,2568,-1.7747700215757207,1,1,-0.3739577120123647,1.378685672134612,0.26201118652800254,1,1,0,-0.011135566242245735,1
111,15803526,817,0.35666577488877016,1,1,-0.8507256655188732,-0.695981771888179,0.22519563538186405,1,0,1,-0.6435210093764677,0
112,15665790,2322,-1.1643102546271529,1,1,0.0074566507928420294,0.6871298574603482,0.505963175688639,2,1,0,-1.2669448570751147,0
113,15715951,2597,-0.9159876375633287,0,1,0.2935174228967471,-1.0417596792253108,0.3806832727590162,1,0,0,-0.2311490290038934,0
114,15591100,490,0.25319801777884343,2,1,-0.27860412131106305,1.378685672134612,0.4760798299237842,1,0,1,-1.3406210099872649,0
115,15609618,852,0.7291497004845064,1,1,-1.0414328469214764,1.378685672134612,1.2499486194025073,2,0,1,0.021052865298588744,1
116,15675522,1429,-0.23310044063781224,1,0,-0.8507256655188732,1.378685672134612,0.8953608569192877,2,1,1,-0.45074219961698886,0
117,15705512,2788,0.18077058780189473,1,0,-0.18325053060976135,0.3413519501232164,1.4645333357025436,1,1,0,0.27036505545351586,0
118,15698028,764,-1.4954070773789185,0,0,0.1981638321954454,-1.3875375865624426,-1.2258476714090278,2,1,0,-1.1880850430341514,0
119,15661670,481,-1.3091651145810503,1,0,-0.7553720748175714,1.03290776479748,0.5021732452641317,1,1,0,1.7325557018962958,1
120,15600781,2857,0.5015206348426676,1,1,-0.4693113027136664,-0.35020386455104724,1.74195313351737,2,1,0,0.3607216073519582,0
121,15682472,647,1.8362547015607225,0,1,-0.4693113027136664,1.03290776479748,0.8485945547152395,2,0,0,-1.0773958803182044,0
122,15580203,1388,0.24285124206785078,2,1,0.0074566507928420294,0.3413519501232164,0.7005053513151716,1,0,0,0.0007079082905388136,0
123,15690673,396,0.05660927926998263,0,0,0.0074566507928420294,0.3413519501232164,-1.2258476714090278,2,1,0,0.712594993484055,0
124,15760085,392,0.3463189991777775,1,0,0.8656389671045572,1.7244635794717436,0.7997291820680158,1,1,1,1.7048023350012298,0
125,15779659,2913,-0.26414076777079026,0,0,-1.0414328469214764,-0.695981771888179,-1.2258476714090278,1,0,0,1.4529583063345444,0
126,15627360,944,-2.2610684799923764,0,1,0.2935174228967471,1.378685672134612,1.2199444292370911,1,1,0,0.17693308487932127,1
127,15671137,1623,-1.0504957218062334,0,0,1.247053329909764,-1.3875375865624426,-1.2258476714090278,1,0,1,-1.5902969780382497,1
128,15782688,2167,-0.26414076777079026,1,1,1.6284676927149706,-1.7333154938995745,1.1542940257856116,1,1,0,-0.9262452950562433,1
129,15575492,1388,1.8362547015607225,0,0,0.1981638321954454,0.6871298574603482,-1.2258476714090278,2,1,0,1.2396363049582653,0
130,15591607,875,1.2361417103231473,0,1,-1.4228472097266833,1.378685672134612,0.4061458610959018,1,1,0,1.1679515404140175,0
131,15740404,1146,1.1119804017912354,0,0,-0.4693113027136664,-0.695981771888179,-1.2258476714090278,2,1,1,0.4196995334753119,0
132,15718369,1363,1.4948111030979643,1,0,-0.5646648934149681,1.378685672134612,0.871498735669945,1,1,1,0.2581391967938526,0
133,15677871,576,0.3773593263107555,0,1,-0.08789693990845966,1.378685672134612,0.7386090011977995,1,1,1,-1.1212664164647004,0
134,15642004,46,0.36701255059976284,0,1,-1.3274936190253817,-1.3875375865624426,-1.2258476714090278,2,0,1,-1.4542572605533,0
135,15712543,521,1.4327304488320083,1,1,0.0074566507928420294,0.6871298574603482,0.7747916418163288,2,1,1,0.42291510749725103,0
136,15584518,114,-0.6366246933665265,1,0,1.0563461485071606,-0.004425957213915414,1.096401063548959,2,1,1,-1.1328761828271687,0
137,15802381,1549,-1.9610119843735887,1,0,-0.4693113027136664,-0.004425957213915414,-0.20549893689426124,1,0,1,1.177131715589241,0
138,15610156,1621,-0.13997945923887817,0,1,0.10281024149414371,-1.0417596792253108,0.9131799567851122,1,0,1,-0.12041708934605813,0
139,15594408,464,-0.6883585719214899,2,0,0.8656389671045572,-1.0417596792253108,2.190269672220738,1,1,0,-0.4334902241754669,1
140,15640905,2716,-0.7400924504764532,2,0,-0.3739577120123647,-1.3875375865624426,0.8495084204606,2,0,1,-1.5910833086529592,1
141,15698932,1074,1.09128685036925,1,1,0.48422460429935044,1.7244635794717436,0.9771119336280757,1,1,0,1.5555097644712839,0
142,15724944,2601,0.12903670924693136,0,1,-0.4693113027136664,0.6871298574603482,-1.2258476714090278,2,1,1,1.3969801567336042,0
143,15628145,919,0.32562544775579216,0,0,0.38887101359804876,-0.004425957213915414,0.7911949068883061,1,1,1,1.6211433306384249,0
144,15713483,1061,1.474117551675979,2,1,1.247053329909764,-1.0417596792253108,-1.2258476714090278,1,1,0,1.0265349700017272,1
145,15612350,2582,0.4187464291547262,0,0,-0.7553720748175714,-0.004425957213915414,-0.5700896988101691,1,1,0,0.4542633025209964,1
146,15800703,1654,-1.7126893673097645,2,0,-1.7089079818305883,-0.004425957213915414,0.5877354081810798,1,1,1,-0.7990026730596075,0
147,15705707,224,-0.1606730106608635,2,0,-0.9460792562201749,1.03290776479748,0.9906524365212337,2,1,0,0.7126928935583765,0
148,15754105,2032,-0.005471374995973408,0,1,-0.18325053060976135,-0.004425957213915414,0.4885269634527102,1,0,0,-1.314525162645364,0
149,15703264,546,0.8740045604384039,0,1,0.48422460429935044,1.378685672134612,0.7083299461159868,1,1,0,-0.4391400844148583,0
150,15794413,1123,-2.426616891368259,0,1,-0.6600184841162697,-1.7333154938995745,-1.2258476714090278,2,0,1,-1.7251865870124325,0
151,15650237,1849,1.0705932989472646,2,0,-0.6600184841162697,0.6871298574603482,-1.2258476714090278,2,1,0,-0.18379286765353792,0
152,15759618,52,-1.1953505817601309,0,0,0.8656389671045572,1.378685672134612,-1.2258476714090278,1,1,0,0.8660165822462607,1
153,15811589,1793,0.6774158219295431,2,1,0.2935174228967471,1.03290776479748,-1.2258476714090278,2,1,0,1.4034693840400465,0
154,15689044,1249,-1.1539634789161601,0,1,-0.18325053060976135,-1.0417596792253108,0.8193651149905585,1,1,0,-0.025110062819096102,0
155,15709368,1812,-0.3779553005917097,0,0,0.38887101359804876,0.3413519501232164,-1.2258476714090278,2,1,1,0.1556539907500374,0
156,15679145,532,0.5739480648196164,2,1,1.7238212834162723,0.6871298574603482,-1.2258476714090278,1,1,0,-1.4284904131059215,1
157,15655007,1549,1.1119804017912354,0,0,-0.5646648934149681,0.6871298574603482,-1.2258476714090278,2,0,0,-0.2972435775813829,0
158,15623595,566,-0.6676650204995045,2,0,-1.0414328469214764,-1.0417596792253108,-1.2258476714090278,2,1,1,-0.13951003829884273,0
159,15589975,1642,-0.0468584778399441,0,0,3.2494787346370995,0.3413519501232164,0.3329369128501487,1,0,1,0.08050099000269748,0
160,15804017,499,-0.20206011350483422,1,0,-0.5646648934149681,-0.35020386455104724,0.7494406021568844,1,0,0,0.2190549831086304,0
161,15692132,2822,0.6877625976405357,2,0,-1.6135543911292867,0.3413519501232164,0.3938559535045762,1,0,1,-0.2676285442641413,0
162,15641122,2786,0.3463189991777775,0,1,-0.8507256655188732,-1.0417596792253108,-1.2258476714090278,2,1,0,-0.28894293806498306,0
163,15630910,2636,1.5465449816529278,0,0,0.9609925578058589,0.6871298574603482,0.5051980415132002,1,0,0,-0.9210106841551816,0
164,15680772,1237,0.7291497004845064,2,0,-0.27860412131106305,-1.0417596792253108,-1.2258476714090278,2,1,1,0.11976778819597916,0
165,15658929,2581,0.33597222346678485,2,1,-0.9460792562201749,-1.7333154938995745,0.917023097210928,1,1,0,-0.7739444273935077,1
166,15585388,2434,0.09799638211395333,1,1,-0.7553720748175714,1.378685672134612,0.7805820759647206,2,1,1,0.6918073125164625,0
167,15724623,2580,0.553254513397631,1,0,-1.4228472097266833,0.6871298574603482,0.5857640737952617,1,1,0,1.0853038803358548,1
168,15588537,2297,-0.367608524880717,2,0,0.1981638321954454,1.378685672134612,0.5213192294698087,1,1,0,1.6764686971505505,0
169,15574692,2173,0.17042381209090204,2,0,0.0074566507928420294,-1.0417596792253108,-1.2258476714090278,2,1,0,-1.0323675845006035,1
170,15611325,2846,0.32562544775579216,1,1,-1.4228472097266833,1.378685672134612,-0.29740030216586505,2,0,0,-0.8165168746327044,0
171,15587562,1134,-1.7230361430207572,0,0,-0.9460792562201749,-0.35020386455104724,0.8595098171824055,1,1,0,1.1116379569882713,0
172,15613172,2549,-0.23310044063781224,1,1,-1.1367864376227783,-0.004425957213915414,0.3099739124060452,2,1,0,0.9721619990616414,0
173,15651022,2896,-1.764423245864728,1,1,0.48422460429935044,1.7244635794717436,0.8514029849951331,1,1,0,-1.645304473616344,1
174,15586310,2607,-0.750439226187446,0,1,-0.8507256655188732,-0.35020386455104724,1.4901396872056145,1,1,0,0.21035248378449195,0
175,15625524,2319,-1.4333264231129623,0,1,0.10281024149414371,-0.004425957213915414,-1.2258476714090278,2,1,1,0.8062860601696863,0
176,15755209,942,-1.7230361430207572,2,0,-0.3739577120123647,0.6871298574603482,0.9196726988423377,1,1,1,-1.265991244273021,0
177,15645248,1183,-1.4540199745349478,0,0,-0.8507256655188732,-1.7333154938995745,-1.2258476714090278,2,1,1,0.5297251319219686,0
178,15790355,2017,-0.46072950627965104,1,1,-0.27860412131106305,-0.004425957213915414,1.8269876840117074,2,0,0,1.3782808947581977,0
179,15762615,398,-0.5538504876785851,2,0,0.10281024149414371,1.03290776479748,0.40880716251675603,1,0,1,-0.09244201269120604,0
180,15625426,117,1.0705932989472646,1,0,1.533114102013669,-0.695981771888179,1.3642743139905127,1,1,0,-1.5999513512644048,1
181,15716334,2326,2.063883767202561,2,0,0.5795781950006521,-1.0417596792253108,0.7344474021195758,1,1,1,-1.4016880506628344,0
182,15789669,1230,-1.4540199745349478,0,1,2.4866500090266856,-1.0417596792253108,-1.2258476714090278,2,1,1,-0.9045519949286761,0
183,15621075,2009,1.3189159160110888,1,0,0.5795781950006521,-1.3875375865624426,1.3729547564027318,2,1,0,1.2944551298780314,0
184,15810845,2568,-0.15032623494987085,0,1,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,2,1,1,-0.7758878221192913,0
185,15719377,576,1.5879320844968983,0,0,1.0563461485071606,-0.35020386455104724,-1.2258476714090278,1,1,1,-1.5918477291267017,1
186,15654506,451,-1.412632871690977,0,1,-0.6600184841162697,1.03290776479748,-1.2258476714090278,2,1,0,-0.07360868151988115,0
187,15771977,2569,0.8222706818834405,0,0,0.0074566507928420294,-1.3875375865624426,0.36100711179331557,1,1,0,1.649443407717623,0
188,15708710,916,-1.2988183388700576,2,0,-0.18325053060976135,-1.7333154938995745,-1.2258476714090278,1,0,1,0.5465620319151687,0
189,15726676,1686,-0.3572617491697243,2,1,-0.8507256655188732,-0.004425957213915414,-1.2258476714090278,2,0,1,1.6696617728000853,0
190,15587421,2656,0.3773593263107555,1,0,-0.4693113027136664,0.6871298574603482,0.5593828115803672,2,1,0,0.8429234675569041,0
191,15726931,2054,0.6670690462185503,0,0,0.1981638321954454,1.03290776479748,-0.3248861527211708,2,0,0,-0.12359458145631622,1
192,15771086,1046,-1.4333264231129623,0,0,-0.27860412131106305,-0.695981771888179,0.12568267558576662,2,1,0,-1.4331124095099417,0
193,15756850,1025,-1.7747700215757207,0,1,0.10281024149414371,-1.3875375865624426,-1.2258476714090278,2,0,0,0.25920375142084306,0
194,15702741,2204,-0.5124633848346144,0,1,-0.6600184841162697,1.03290776479748,0.26488003900817686,1,1,0,-0.22836661499107452,0
195,15679200,633,-0.7297456747654606,2,1,-0.9460792562201749,1.378685672134612,-0.23680773371825953,2,1,0,0.48667570439171726,0
196,15594815,48,1.6189724116298765,0,1,-0.3739577120123647,-0.695981771888179,1.575533084666606,1,1,1,-1.7300295976162083,0
197,15635905,1841,-0.3572617491697243,2,0,-0.6600184841162697,0.3413519501232164,-1.2258476714090278,2,1,1,-0.9927168371703738,0
198,15777892,2359,0.7291497004845064,1,1,-0.18325053060976135,-0.695981771888179,0.5006027488700965,1,1,1,1.0172718492928423,0
199,15656176,1322,-1.5471409559338818,0,1,1.7238212834162723,1.7244635794717436,-1.2258476714090278,2,1,1,-0.9084544344809342,0
200,15811127,2739,-1.3402054417140283,0,1,-0.3739577120123647,0.3413519501232164,0.31954770586432507,1,1,0,-1.5580857669064097,0
201,15604482,492,2.063883767202561,2,1,-0.8507256655188732,-1.0417596792253108,1.0346159179334782,1,1,1,-1.636514333728337,0
202,15622911,1348,1.122327177502228,0,1,0.2935174228967471,-0.35020386455104724,0.46373302609611994,1,0,1,0.3707129794129889,0
203,15600974,1146,-1.3919393202689916,2,1,1.0563461485071606,-0.004425957213915414,-1.2258476714090278,1,0,1,0.8008624308302812,1
204,15727868,2045,0.6256819433745797,0,0,-0.08789693990845966,-1.0417596792253108,0.8420029253965462,2,1,1,-1.4905048065433082,1
